Employee_ID,Age,Gender,Job_Role,Industry,Years_of_Experience,Work_Location,Hours_Worked_Per_Week,Number_of_Virtual_Meetings_Per_Week,Work_Life_Balance_Rating,Stress_Level,Mental_Health_Condition,Access_to_Mental_Health_Resources,Productivity_Change,Social_Isolation_Rating,Satisfaction_with_Remote_Work,Company_Support_for_Remote_Work,Physical_Activity,Sleep_Quality,Region
EMP00195,43,Non-binary,Software Engineer,IT,2,Remote,24,4,3,Low,Depression,No,No Change,5,Neutral,1,,Good,Europe
EMP00196,33,Male,HR,Consulting,23,Remote,34,13,3,Low,Anxiety,Yes,Increase,1,Satisfied,2,,Good,Asia
EMP00197,40,Non-binary,Sales,Finance,32,Hybrid,49,8,5,Low,Depression,No,Decrease,2,Unsatisfied,1,,Good,Africa
EMP00198,38,Non-binary,Data Scientist,Education,12,Hybrid,33,10,2,Low,Burnout,Yes,Increase,1,Satisfied,2,Weekly,Poor,Oceania
EMP00199,37,Prefer not to say,Project Manager,Education,34,Remote,44,15,5,High,Depression,Yes,Increase,3,Satisfied,1,Daily,Average,North America
EMP00200,44,Male,Marketing,Healthcare,20,Hybrid,57,4,3,Medium,,No,Increase,5,Satisfied,3,Daily,Average,Asia
EMP00201,26,Female,Software Engineer,Manufacturing,11,Remote,35,9,1,High,Depression,No,Decrease,5,Unsatisfied,1,Weekly,Average,North America
EMP00202,40,Male,Marketing,Manufacturing,1,Remote,39,10,3,Medium,Depression,No,Increase,2,Satisfied,2,Daily,Poor,South America
EMP00203,26,Prefer not to say,HR,Education,23,Remote,35,14,5,High,Burnout,No,No Change,5,Unsatisfied,2,Weekly,Good,Asia
EMP00204,23,Female,Data Scientist,Healthcare,1,Onsite,40,4,1,High,Anxiety,Yes,No Change,4,Unsatisfied,5,Daily,Average,Africa
EMP00205,30,Male,Marketing,Manufacturing,6,Hybrid,25,4,5,Medium,,Yes,Increase,2,Unsatisfied,3,Weekly,Good,Africa
EMP00206,59,Prefer not to say,Data Scientist,Education,21,Onsite,45,3,3,High,,No,No Change,3,Unsatisfied,4,Weekly,Poor,Asia
EMP00207,44,Non-binary,Sales,Manufacturing,5,Hybrid,55,11,3,Medium,,Yes,No Change,2,Unsatisfied,3,Weekly,Poor,Africa
EMP00208,40,Prefer not to say,Marketing,Manufacturing,14,Onsite,48,5,1,High,Anxiety,No,Increase,3,Neutral,5,,Average,Oceania
EMP00209,41,Non-binary,Data Scientist,IT,7,Remote,46,5,3,High,Depression,No,Decrease,4,Unsatisfied,5,,Poor,South America
EMP00210,35,Prefer not to say,Marketing,Manufacturing,18,Remote,35,7,4,High,,Yes,Increase,1,Unsatisfied,4,Weekly,Poor,Asia
EMP00211,44,Non-binary,Software Engineer,Healthcare,17,Remote,33,15,4,Low,,Yes,Increase,1,Unsatisfied,3,Daily,Average,Asia
EMP00212,50,Non-binary,Data Scientist,Manufacturing,14,Hybrid,24,11,5,High,Depression,No,No Change,1,Satisfied,5,Weekly,Average,Europe
EMP00213,38,Male,HR,Healthcare,34,Onsite,51,4,1,Low,Anxiety,Yes,Increase,3,Neutral,3,,Good,Oceania
EMP00214,33,Female,Software Engineer,Retail,14,Hybrid,44,5,1,Low,,No,No Change,3,Neutral,3,Daily,Good,South America
EMP00215,25,Female,Data Scientist,IT,15,Hybrid,50,3,3,Low,Burnout,Yes,Decrease,5,Neutral,2,Daily,Average,Africa
EMP00216,49,Non-binary,Designer,Education,4,Onsite,58,9,3,Low,Depression,Yes,Decrease,2,Unsatisfied,3,Weekly,Average,North America
EMP00217,29,Prefer not to say,Data Scientist,Manufacturing,25,Hybrid,36,15,2,High,Anxiety,Yes,No Change,4,Satisfied,2,,Good,Asia
EMP00218,22,Non-binary,HR,IT,25,Hybrid,48,12,4,Medium,Burnout,No,Increase,5,Satisfied,1,Daily,Good,Africa
EMP00219,54,Male,Sales,Education,33,Hybrid,31,6,4,High,,Yes,Decrease,1,Satisfied,5,,Average,South America
EMP00220,44,Female,Sales,Education,2,Remote,37,12,3,Medium,Depression,Yes,Decrease,4,Neutral,4,Weekly,Average,Asia
EMP00221,28,Female,Project Manager,Finance,31,Remote,40,13,4,High,Burnout,Yes,No Change,2,Satisfied,3,Weekly,Good,Oceania
EMP00222,46,Male,Software Engineer,Retail,18,Hybrid,40,8,4,High,,Yes,No Change,5,Satisfied,4,Weekly,Poor,Oceania
EMP00223,38,Prefer not to say,Designer,Retail,26,Onsite,31,11,4,Low,Burnout,No,No Change,2,Unsatisfied,3,,Poor,Asia
EMP00224,24,Non-binary,Sales,Finance,31,Onsite,51,4,2,High,Anxiety,Yes,No Change,2,Satisfied,2,,Poor,Europe
EMP00225,23,Female,HR,Finance,10,Remote,58,6,4,Low,Depression,No,No Change,1,Unsatisfied,5,Daily,Poor,Oceania
EMP00226,44,Male,Sales,IT,28,Onsite,51,12,1,High,Depression,No,Decrease,5,Unsatisfied,2,Weekly,Average,Europe
EMP00227,28,Female,Designer,Finance,5,Hybrid,22,14,1,Low,,No,Increase,1,Unsatisfied,5,,Average,North America
EMP00228,26,Prefer not to say,Software Engineer,Manufacturing,32,Onsite,35,1,5,Medium,Anxiety,Yes,Decrease,3,Unsatisfied,3,Daily,Poor,Europe
EMP00229,54,Male,HR,Education,30,Hybrid,23,14,2,Low,,No,No Change,2,Unsatisfied,3,Weekly,Average,Africa
EMP00230,29,Female,Software Engineer,Healthcare,7,Onsite,59,15,2,High,,Yes,No Change,2,Neutral,1,Daily,Poor,Europe
EMP00231,25,Non-binary,Designer,Healthcare,32,Onsite,23,1,5,Low,Burnout,Yes,Decrease,1,Unsatisfied,3,Daily,Average,North America
EMP00232,27,Prefer not to say,Project Manager,Retail,2,Remote,23,12,3,High,Burnout,No,Increase,1,Neutral,3,,Good,South America
EMP00233,35,Non-binary,Marketing,Healthcare,7,Remote,47,11,3,Low,Depression,No,No Change,4,Satisfied,1,Weekly,Poor,Europe
EMP00234,32,Non-binary,Software Engineer,Manufacturing,23,Hybrid,48,3,2,Medium,,Yes,No Change,1,Neutral,4,Weekly,Good,Europe
EMP00235,38,Prefer not to say,Project Manager,Finance,5,Hybrid,30,0,2,High,,No,No Change,1,Unsatisfied,4,Weekly,Poor,South America
EMP00236,47,Prefer not to say,Designer,Manufacturing,19,Hybrid,26,2,4,Medium,,No,Decrease,1,Neutral,2,,Good,Asia
EMP00237,49,Male,Data Scientist,Healthcare,35,Onsite,47,1,4,Low,Depression,Yes,Decrease,2,Satisfied,1,Daily,Poor,North America
EMP00238,36,Prefer not to say,Data Scientist,Education,23,Hybrid,24,11,5,Medium,Burnout,No,No Change,1,Neutral,2,Daily,Poor,Asia
EMP00239,46,Male,Sales,Education,9,Onsite,55,0,5,Low,Anxiety,Yes,Increase,5,Neutral,4,Weekly,Poor,Africa
EMP00240,54,Female,Sales,Manufacturing,30,Onsite,38,13,3,Low,Depression,Yes,No Change,5,Unsatisfied,3,,Good,Oceania
EMP00241,27,Female,Data Scientist,Healthcare,34,Hybrid,30,3,5,Low,Depression,Yes,Increase,1,Neutral,4,,Poor,Africa
EMP00242,57,Male,Sales,Consulting,21,Hybrid,33,12,4,Low,Depression,Yes,Increase,1,Neutral,3,,Average,South America
EMP00243,25,Female,Designer,IT,9,Hybrid,24,10,5,Low,,Yes,No Change,3,Unsatisfied,5,Daily,Average,South America
EMP00244,47,Male,Marketing,Retail,26,Remote,45,7,2,Medium,,No,Increase,5,Unsatisfied,2,Daily,Average,Oceania
EMP00245,27,Prefer not to say,Software Engineer,Consulting,8,Hybrid,33,3,2,Low,Burnout,Yes,Decrease,4,Neutral,1,Daily,Average,Africa
EMP00246,24,Non-binary,Software Engineer,IT,23,Remote,33,6,3,Low,Burnout,No,No Change,2,Satisfied,2,,Poor,Asia
EMP00247,33,Male,Data Scientist,IT,17,Onsite,43,7,1,High,,Yes,No Change,2,Satisfied,1,Daily,Poor,Africa
EMP00248,39,Female,Project Manager,Retail,32,Onsite,37,8,5,High,Anxiety,Yes,Increase,4,Unsatisfied,5,,Poor,Africa
EMP00249,51,Non-binary,Marketing,Retail,23,Onsite,34,15,2,High,Burnout,Yes,Increase,5,Neutral,4,Weekly,Average,Europe
EMP00250,55,Prefer not to say,Sales,Healthcare,33,Onsite,26,11,5,Low,,Yes,Increase,4,Neutral,4,,Poor,South America
EMP00251,25,Non-binary,Designer,Finance,34,Remote,58,14,1,Low,Anxiety,No,No Change,3,Neutral,5,Daily,Good,Europe
EMP00252,40,Female,HR,IT,8,Remote,21,11,2,High,Anxiety,Yes,No Change,3,Neutral,5,Daily,Average,Africa
EMP00253,44,Male,HR,Retail,14,Remote,22,3,3,Medium,Burnout,No,Increase,1,Unsatisfied,3,Daily,Poor,Asia
EMP00254,54,Non-binary,Sales,Retail,33,Remote,27,2,2,Low,,Yes,Decrease,4,Satisfied,2,,Good,Europe
EMP00255,37,Female,Sales,Consulting,25,Onsite,36,7,5,High,Burnout,No,Increase,4,Unsatisfied,1,,Average,North America
EMP00256,41,Prefer not to say,Software Engineer,Manufacturing,28,Remote,55,0,2,High,,Yes,Increase,1,Neutral,3,Daily,Poor,Oceania
EMP00257,24,Non-binary,Designer,Retail,10,Hybrid,28,14,4,Medium,Burnout,No,No Change,1,Unsatisfied,5,,Average,North America
EMP00258,24,Male,Project Manager,Manufacturing,28,Onsite,45,9,3,High,Anxiety,No,Decrease,4,Neutral,5,,Poor,Europe
EMP00259,22,Female,Project Manager,Consulting,26,Remote,42,13,2,Medium,Depression,Yes,No Change,4,Neutral,1,Weekly,Poor,Asia
EMP00260,47,Female,Sales,Education,14,Remote,35,8,5,High,Burnout,No,Increase,3,Neutral,2,Weekly,Poor,Oceania
EMP00261,52,Non-binary,Software Engineer,Retail,17,Onsite,43,4,3,Medium,,No,Increase,2,Unsatisfied,4,,Poor,Africa
EMP00262,39,Non-binary,Software Engineer,Consulting,8,Remote,39,9,4,High,,Yes,No Change,5,Neutral,5,Weekly,Average,Oceania
EMP00263,47,Non-binary,Designer,IT,20,Hybrid,44,6,4,High,Burnout,No,No Change,2,Neutral,3,,Average,Oceania
EMP00264,34,Non-binary,Data Scientist,Consulting,1,Onsite,47,5,2,Low,Depression,No,Decrease,3,Unsatisfied,4,Daily,Good,South America
EMP00265,32,Male,Designer,Finance,22,Hybrid,31,5,4,Medium,Depression,No,Decrease,1,Neutral,1,Weekly,Poor,Africa
EMP00266,38,Prefer not to say,Designer,IT,16,Remote,30,3,1,Medium,Depression,Yes,No Change,5,Satisfied,1,,Average,Oceania
EMP00267,37,Prefer not to say,Marketing,Finance,7,Onsite,37,15,2,High,,Yes,No Change,2,Neutral,5,Weekly,Good,Africa
EMP00268,28,Prefer not to say,Marketing,Manufacturing,12,Onsite,22,0,5,Medium,Anxiety,No,No Change,2,Unsatisfied,4,Weekly,Average,South America
EMP00269,56,Female,Designer,Healthcare,9,Remote,34,4,4,Medium,Anxiety,No,Decrease,3,Neutral,4,Daily,Poor,Europe
EMP00270,38,Female,Software Engineer,Manufacturing,31,Hybrid,44,1,4,High,Depression,Yes,No Change,5,Neutral,5,,Poor,South America
EMP00271,60,Male,Data Scientist,IT,4,Hybrid,31,8,5,High,Anxiety,Yes,No Change,5,Satisfied,3,,Good,Europe
EMP00272,54,Prefer not to say,Software Engineer,Healthcare,2,Remote,32,3,3,Medium,Depression,No,No Change,3,Neutral,1,Daily,Poor,Africa
EMP00273,37,Female,Project Manager,Healthcare,16,Onsite,53,12,4,Medium,Burnout,Yes,Decrease,5,Satisfied,3,,Average,Europe
EMP00274,22,Female,Data Scientist,Finance,4,Remote,53,8,2,Medium,Burnout,Yes,Increase,2,Unsatisfied,3,Daily,Average,Oceania
EMP00275,38,Prefer not to say,Sales,Manufacturing,3,Remote,26,9,4,Medium,Anxiety,No,No Change,3,Unsatisfied,1,Daily,Poor,North America
EMP00276,32,Prefer not to say,Sales,Finance,11,Remote,27,0,5,Medium,,No,Decrease,2,Satisfied,1,Daily,Good,Asia
EMP00277,42,Female,Sales,Finance,9,Remote,36,13,5,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,4,Weekly,Average,Asia
EMP00278,52,Non-binary,Project Manager,Retail,35,Remote,46,4,2,Medium,Depression,Yes,Increase,2,Unsatisfied,1,Daily,Average,North America
EMP00279,58,Prefer not to say,Software Engineer,Finance,24,Hybrid,38,1,1,High,,No,No Change,4,Neutral,2,Daily,Poor,Asia
EMP00280,59,Male,Marketing,Manufacturing,23,Remote,44,0,2,Low,Anxiety,Yes,Decrease,4,Satisfied,3,,Average,North America
EMP00281,32,Prefer not to say,Project Manager,Retail,12,Hybrid,27,5,1,High,Depression,No,Decrease,3,Neutral,1,,Good,Europe
EMP00282,50,Prefer not to say,Project Manager,Healthcare,8,Onsite,46,5,1,Low,Depression,Yes,No Change,2,Neutral,1,Daily,Good,North America
EMP00283,36,Female,HR,Manufacturing,10,Remote,21,2,3,High,Depression,Yes,Increase,3,Satisfied,4,Daily,Average,Europe
EMP00284,59,Non-binary,Project Manager,Manufacturing,32,Remote,57,3,3,High,,No,Decrease,4,Satisfied,5,Daily,Poor,North America
EMP00285,25,Non-binary,Project Manager,Education,8,Onsite,20,1,1,Medium,,Yes,Decrease,4,Unsatisfied,2,Daily,Good,Africa
EMP00286,46,Male,Sales,Manufacturing,24,Onsite,22,5,4,Medium,Anxiety,Yes,Increase,3,Satisfied,3,Weekly,Good,North America
EMP00287,43,Non-binary,HR,Retail,23,Remote,20,9,1,Low,Anxiety,Yes,Decrease,1,Neutral,1,,Poor,North America
EMP00288,41,Female,Project Manager,Healthcare,10,Hybrid,40,9,1,High,Depression,Yes,No Change,1,Neutral,4,Daily,Poor,Europe
EMP00289,55,Non-binary,Data Scientist,IT,34,Remote,32,12,3,High,Depression,No,Decrease,3,Satisfied,4,,Poor,Oceania
EMP00290,58,Female,Sales,Healthcare,12,Onsite,36,15,5,High,Anxiety,No,Increase,5,Unsatisfied,2,Weekly,Good,Oceania
EMP00291,45,Female,Data Scientist,Retail,9,Remote,59,3,1,Low,Depression,No,Increase,1,Neutral,3,Weekly,Good,Africa
EMP00292,47,Prefer not to say,HR,IT,8,Hybrid,21,7,1,Medium,Burnout,Yes,Decrease,4,Neutral,2,Weekly,Average,Asia
EMP00293,35,Prefer not to say,Marketing,Education,33,Onsite,42,14,4,High,Depression,Yes,No Change,3,Neutral,2,,Good,Europe
EMP00294,59,Male,Software Engineer,Retail,31,Remote,40,7,5,Medium,Depression,No,Decrease,2,Neutral,3,Weekly,Good,Europe
EMP00295,23,Non-binary,Software Engineer,Retail,13,Hybrid,56,8,5,High,,Yes,Decrease,3,Unsatisfied,5,Daily,Poor,Africa
EMP00296,48,Male,Data Scientist,Healthcare,26,Onsite,52,9,1,Low,,Yes,No Change,2,Neutral,4,Weekly,Poor,Europe
EMP00297,32,Non-binary,Project Manager,Healthcare,1,Remote,49,5,5,Medium,Burnout,Yes,No Change,4,Unsatisfied,5,Weekly,Good,Oceania
EMP00298,52,Non-binary,Data Scientist,IT,9,Remote,37,5,3,Low,Anxiety,Yes,No Change,5,Neutral,1,Weekly,Poor,Africa
EMP00299,36,Prefer not to say,Designer,IT,5,Onsite,33,1,4,High,Burnout,No,Decrease,5,Unsatisfied,1,,Good,Africa
EMP00300,49,Prefer not to say,Project Manager,Finance,27,Hybrid,22,0,1,Medium,,Yes,Decrease,4,Satisfied,5,Weekly,Good,Europe
EMP00301,48,Prefer not to say,HR,Finance,17,Onsite,57,6,1,Medium,Burnout,Yes,No Change,5,Neutral,3,Weekly,Poor,Asia
EMP00302,27,Non-binary,Project Manager,Retail,5,Remote,41,6,1,Low,,No,No Change,5,Unsatisfied,3,Daily,Poor,Asia
EMP00303,43,Female,HR,Finance,23,Onsite,23,3,1,Medium,Anxiety,Yes,Increase,2,Satisfied,2,Daily,Good,Africa
EMP00304,34,Non-binary,Marketing,Education,27,Onsite,51,14,4,High,,No,Increase,1,Neutral,5,Daily,Good,North America
EMP00305,55,Non-binary,Project Manager,Manufacturing,30,Onsite,56,2,5,Medium,,No,No Change,4,Unsatisfied,2,Daily,Good,South America
EMP00306,31,Non-binary,HR,Manufacturing,33,Remote,46,11,4,High,Burnout,No,No Change,5,Unsatisfied,5,Weekly,Poor,Asia
EMP00307,25,Prefer not to say,Sales,Consulting,28,Hybrid,29,15,3,Low,Depression,Yes,No Change,3,Unsatisfied,3,Weekly,Good,Africa
EMP00308,44,Female,HR,Healthcare,11,Hybrid,30,10,2,High,Anxiety,No,No Change,5,Neutral,1,Weekly,Average,South America
EMP00309,38,Prefer not to say,Data Scientist,Consulting,30,Remote,21,9,4,Medium,,Yes,Increase,2,Satisfied,1,Daily,Poor,Oceania
EMP00310,27,Female,Software Engineer,Manufacturing,14,Onsite,28,6,5,Low,Depression,No,Increase,3,Satisfied,1,Daily,Average,Asia
EMP00311,59,Non-binary,Data Scientist,Healthcare,19,Remote,39,3,3,Medium,,Yes,Decrease,4,Neutral,4,,Poor,South America
EMP00312,32,Female,Marketing,Retail,11,Onsite,42,10,2,High,Depression,No,Increase,4,Unsatisfied,4,Daily,Good,Africa
EMP00313,26,Non-binary,Project Manager,Healthcare,4,Hybrid,27,8,2,High,Burnout,Yes,Increase,5,Unsatisfied,4,Daily,Good,Africa
EMP00314,23,Non-binary,Data Scientist,Education,3,Remote,59,13,5,Medium,Burnout,Yes,No Change,5,Satisfied,3,,Poor,Oceania
EMP00315,36,Male,Data Scientist,Education,3,Remote,27,3,5,High,Depression,Yes,Decrease,1,Unsatisfied,1,,Good,South America
EMP00316,24,Non-binary,HR,Healthcare,9,Remote,58,14,3,Low,Anxiety,No,Increase,1,Unsatisfied,3,Daily,Poor,North America
EMP00317,25,Non-binary,Marketing,Education,34,Remote,37,7,1,Low,Burnout,Yes,Decrease,2,Satisfied,2,,Good,Oceania
EMP00318,48,Female,Marketing,Manufacturing,23,Onsite,48,3,2,High,Depression,Yes,Increase,3,Unsatisfied,4,,Poor,North America
EMP00319,30,Female,Marketing,Manufacturing,29,Remote,47,3,2,Medium,,Yes,No Change,5,Unsatisfied,2,Daily,Average,South America
EMP00320,46,Prefer not to say,Marketing,Healthcare,33,Remote,29,15,1,Low,Burnout,Yes,No Change,3,Satisfied,3,Weekly,Poor,North America
EMP00321,56,Male,Software Engineer,IT,28,Hybrid,29,9,1,Medium,Burnout,Yes,No Change,5,Satisfied,5,Daily,Poor,Asia
EMP00322,56,Prefer not to say,Sales,Manufacturing,32,Onsite,58,6,2,High,Anxiety,No,Decrease,2,Neutral,1,,Poor,Africa
EMP00323,33,Female,HR,Consulting,14,Onsite,50,4,2,High,Burnout,No,No Change,5,Neutral,5,,Poor,Africa
EMP00324,58,Prefer not to say,Marketing,Consulting,33,Hybrid,59,4,5,Medium,,Yes,No Change,3,Satisfied,2,,Poor,Asia
EMP00325,54,Female,Software Engineer,Retail,22,Hybrid,45,13,4,High,Anxiety,No,Increase,4,Unsatisfied,3,,Good,Oceania
EMP00326,35,Male,Project Manager,Retail,32,Remote,29,0,5,Medium,Depression,No,No Change,2,Neutral,2,,Good,Oceania
EMP00327,41,Female,Marketing,Finance,5,Onsite,50,5,5,Medium,Anxiety,Yes,Decrease,1,Neutral,4,Weekly,Poor,Africa
EMP00328,38,Prefer not to say,Project Manager,Healthcare,20,Remote,32,4,4,Low,Depression,Yes,Decrease,3,Neutral,1,,Poor,Africa
EMP00329,59,Non-binary,Data Scientist,Healthcare,26,Remote,57,0,2,High,Depression,Yes,Increase,4,Unsatisfied,3,Daily,Poor,Oceania
EMP00330,50,Non-binary,Project Manager,Finance,12,Onsite,35,0,3,Medium,Burnout,No,No Change,1,Satisfied,3,Daily,Average,Asia
EMP00331,22,Female,Designer,Manufacturing,10,Hybrid,39,10,5,Low,Depression,No,Decrease,3,Satisfied,1,,Good,North America
EMP00332,51,Male,Sales,IT,1,Hybrid,59,7,2,Low,,No,Increase,3,Unsatisfied,3,Weekly,Good,Asia
EMP00333,37,Non-binary,HR,Finance,31,Hybrid,33,2,4,Medium,Burnout,Yes,Decrease,2,Neutral,1,,Poor,South America
EMP00334,31,Prefer not to say,HR,Retail,32,Hybrid,35,0,5,Medium,Anxiety,No,Increase,5,Unsatisfied,2,,Poor,Europe
EMP00335,33,Non-binary,Designer,Healthcare,7,Onsite,48,10,2,High,,No,Decrease,4,Neutral,1,Weekly,Poor,Asia
EMP00336,27,Female,Data Scientist,Retail,7,Hybrid,47,14,5,High,,No,Decrease,3,Satisfied,3,Daily,Poor,Africa
EMP00337,28,Prefer not to say,Designer,Consulting,21,Remote,42,2,5,High,Depression,No,Increase,1,Satisfied,5,Daily,Good,South America
EMP00338,23,Non-binary,Software Engineer,IT,18,Onsite,31,4,5,High,Depression,Yes,Decrease,2,Satisfied,5,Weekly,Poor,South America
EMP00339,25,Female,Data Scientist,Retail,3,Onsite,20,0,3,Medium,,No,Increase,5,Unsatisfied,4,Daily,Good,Oceania
EMP00340,55,Prefer not to say,HR,Finance,11,Onsite,34,5,2,High,Burnout,Yes,Decrease,4,Unsatisfied,3,Daily,Average,South America
EMP00341,42,Non-binary,Data Scientist,IT,32,Hybrid,53,6,2,Low,Burnout,Yes,Increase,5,Satisfied,1,Daily,Average,North America
EMP00342,59,Non-binary,Data Scientist,Finance,13,Onsite,51,14,4,Medium,Anxiety,Yes,Decrease,2,Unsatisfied,1,,Average,Oceania
EMP00343,24,Male,Project Manager,Finance,16,Hybrid,38,15,3,Medium,,No,Decrease,4,Satisfied,4,Daily,Good,North America
EMP00344,50,Male,Data Scientist,Retail,20,Hybrid,23,5,3,Medium,Anxiety,Yes,No Change,5,Neutral,4,,Poor,North America
EMP00345,60,Non-binary,Project Manager,Retail,28,Onsite,57,12,3,Medium,Burnout,Yes,Decrease,2,Satisfied,4,,Poor,Europe
EMP00346,34,Female,Marketing,Consulting,34,Hybrid,37,8,4,Low,,Yes,Decrease,2,Satisfied,5,Weekly,Good,Africa
EMP00347,42,Male,Sales,Education,4,Hybrid,55,15,4,Medium,,Yes,No Change,4,Satisfied,3,Weekly,Average,Asia
EMP00348,34,Female,HR,Retail,30,Onsite,44,1,4,Medium,Burnout,Yes,Decrease,3,Satisfied,4,Daily,Poor,Asia
EMP00349,45,Female,Software Engineer,IT,28,Hybrid,33,4,1,Medium,Anxiety,No,No Change,2,Neutral,2,,Average,North America
EMP00350,60,Prefer not to say,Project Manager,Healthcare,4,Hybrid,59,9,3,Medium,Depression,No,Increase,3,Neutral,2,Weekly,Good,South America
EMP00351,45,Prefer not to say,Marketing,Education,28,Onsite,34,1,1,High,Burnout,No,No Change,1,Unsatisfied,3,,Poor,North America
EMP00352,44,Non-binary,Data Scientist,IT,14,Hybrid,20,2,4,Medium,Depression,No,Increase,2,Neutral,2,Daily,Poor,Asia
EMP00353,43,Non-binary,Marketing,Manufacturing,16,Remote,51,2,2,High,Burnout,Yes,No Change,1,Neutral,4,Weekly,Average,North America
EMP00354,50,Female,Sales,Consulting,7,Remote,24,2,3,Medium,,Yes,Decrease,3,Neutral,3,Weekly,Average,North America
EMP00355,53,Non-binary,Project Manager,Manufacturing,35,Hybrid,54,6,1,Low,Burnout,No,Increase,5,Neutral,1,,Average,Africa
EMP00356,52,Female,Project Manager,Healthcare,20,Remote,59,15,5,Medium,Burnout,No,Increase,3,Neutral,2,Daily,Average,North America
EMP00357,54,Male,Designer,Retail,27,Onsite,51,1,5,Low,Burnout,No,Decrease,1,Satisfied,3,Weekly,Good,Asia
EMP00358,46,Female,Sales,Education,26,Onsite,25,14,2,High,Anxiety,Yes,Increase,5,Unsatisfied,5,,Poor,South America
EMP00359,41,Male,Project Manager,Education,6,Hybrid,25,0,1,Low,,Yes,No Change,2,Neutral,2,Weekly,Average,Oceania
EMP00360,42,Female,Software Engineer,Manufacturing,33,Onsite,47,2,1,Low,Anxiety,No,No Change,2,Unsatisfied,1,,Good,Oceania
EMP00361,50,Male,Sales,Healthcare,28,Onsite,57,6,5,Low,Burnout,No,No Change,5,Unsatisfied,1,Weekly,Good,Asia
EMP00362,48,Female,Designer,IT,8,Onsite,57,10,4,Low,Anxiety,No,No Change,5,Satisfied,3,Daily,Average,Europe
EMP00363,46,Male,Designer,Consulting,20,Onsite,33,10,5,High,Burnout,Yes,Increase,1,Satisfied,3,Weekly,Poor,Africa
EMP00364,49,Female,Marketing,Manufacturing,18,Hybrid,46,9,1,High,Depression,No,Increase,2,Unsatisfied,4,Weekly,Average,South America
EMP00365,27,Female,Sales,Retail,5,Onsite,50,11,5,High,,Yes,Decrease,1,Unsatisfied,5,,Average,Africa
EMP00366,29,Female,Designer,Manufacturing,19,Remote,41,11,1,Low,,Yes,Increase,1,Neutral,1,,Poor,North America
EMP00367,56,Non-binary,Data Scientist,IT,16,Hybrid,29,8,3,Low,Burnout,Yes,Decrease,2,Satisfied,3,,Average,Asia
EMP00368,56,Non-binary,HR,IT,8,Hybrid,53,8,2,Medium,Burnout,Yes,No Change,5,Neutral,2,,Poor,Oceania
EMP00369,51,Female,Software Engineer,Manufacturing,32,Hybrid,31,2,4,High,Depression,Yes,Increase,2,Satisfied,3,,Good,South America
EMP00370,30,Female,Software Engineer,Finance,31,Onsite,40,4,1,High,,Yes,No Change,3,Neutral,3,Daily,Average,Oceania
EMP00371,57,Prefer not to say,Data Scientist,Finance,24,Remote,35,12,3,Medium,Depression,No,Decrease,1,Neutral,4,Daily,Good,Africa
EMP00372,23,Female,Project Manager,IT,16,Onsite,26,3,2,Medium,Depression,No,No Change,5,Unsatisfied,2,,Poor,Asia
EMP00373,45,Female,Marketing,Manufacturing,21,Hybrid,47,2,5,Medium,Depression,No,Decrease,3,Neutral,1,,Poor,Oceania
EMP00374,35,Female,Data Scientist,Healthcare,18,Onsite,32,13,5,High,Depression,No,Increase,1,Unsatisfied,5,Daily,Good,Africa
EMP00375,26,Male,HR,Manufacturing,2,Onsite,36,8,5,Low,,Yes,Decrease,3,Unsatisfied,3,,Poor,Europe
EMP00376,57,Prefer not to say,Software Engineer,Education,16,Onsite,38,11,2,High,Burnout,No,Increase,3,Satisfied,5,Weekly,Poor,South America
EMP00377,54,Non-binary,Designer,Finance,17,Hybrid,39,7,4,Low,Anxiety,No,No Change,4,Satisfied,3,,Poor,North America
EMP00378,44,Prefer not to say,Designer,Education,29,Onsite,47,15,5,Low,Burnout,No,Decrease,5,Neutral,2,Daily,Average,South America
EMP00379,59,Male,Sales,Education,5,Onsite,21,8,2,Low,Depression,No,Increase,1,Neutral,4,Daily,Average,Asia
EMP00380,41,Prefer not to say,Marketing,Retail,23,Remote,28,5,5,High,Burnout,Yes,Increase,3,Satisfied,3,Weekly,Good,Oceania
EMP00381,54,Female,Software Engineer,Manufacturing,29,Remote,35,1,1,High,Depression,Yes,No Change,4,Unsatisfied,4,Weekly,Poor,North America
EMP00382,28,Prefer not to say,Data Scientist,Finance,10,Remote,26,4,1,Low,Depression,No,Decrease,3,Satisfied,1,Weekly,Average,Oceania
EMP00383,53,Non-binary,Sales,Manufacturing,28,Onsite,59,0,4,Medium,Depression,No,Decrease,2,Neutral,4,Daily,Poor,North America
EMP00384,60,Prefer not to say,Marketing,Retail,22,Onsite,58,6,5,Medium,,No,No Change,2,Unsatisfied,2,Daily,Good,Asia
EMP00385,26,Prefer not to say,Data Scientist,Education,20,Hybrid,21,14,3,High,,No,Decrease,5,Unsatisfied,1,Weekly,Poor,Oceania
EMP00386,38,Non-binary,Data Scientist,Education,32,Remote,38,8,2,High,,No,No Change,2,Satisfied,4,Daily,Poor,Europe
EMP00387,29,Prefer not to say,Designer,Retail,21,Onsite,27,5,1,Medium,Burnout,No,No Change,3,Satisfied,5,Weekly,Poor,Africa
EMP00388,47,Male,Marketing,Education,24,Onsite,28,15,2,High,Burnout,No,No Change,5,Neutral,3,Weekly,Average,Europe
